# T=10^0	T=10^1	T=10^2	T=10^3	T=10^4
1	13	101	1009	10049
1	5	104	975	10205
0	7	123	1009	10019
1	14	98	996	9889
0	13	91	964	9771
2	12	88	1001	9934
0	7	88	929	9940
1	11	111	968	10034
0	8	100	992	10095
1	14	94	950	9881
1	12	104	997	10058
1	7	90	961	9910
1	9	98	954	9837
0	6	110	985	9958
1	14	121	968	10044
0	5	97	963	9918
0	12	114	1005	10008
1	10	81	982	10090
0	15	112	974	9899
3	14	98	992	10082
0	10	96	1011	10022
0	12	102	995	10096
2	9	89	1003	9875
1	13	83	968	9879
0	11	97	999	9988
2	12	121	984	10010
0	6	92	994	9990
2	9	94	975	9830
1	12	119	1009	9897
1	9	106	988	10008
2	9	106	1039	10114
1	14	103	1007	9994
1	12	109	987	9971
1	8	97	946	10068
0	7	97	1021	9983
3	14	98	946	9870
1	17	100	988	10099
1	16	115	1047	9944
0	13	81	1015	10011
0	5	95	963	9908
1	7	106	1011	10073
2	17	102	1024	10123
0	7	119	989	9908
1	10	86	1001	10031
0	10	117	1034	10059
1	14	92	1011	10077
1	11	91	991	10023
1	11	93	991	10176
3	15	111	1019	9925
1	14	97	1022	10123
2	14	111	1035	10166
0	4	95	998	10115
0	11	109	1006	10122
0	9	96	1018	10084
0	8	113	1001	10068
0	9	115	1022	9936
1	7	83	976	9962
0	7	94	1019	10086
0	9	102	1044	10082
1	18	122	1040	10148
0	9	87	1000	10089
3	10	96	991	10017
1	16	103	983	9965
1	10	105	1046	9986
0	6	101	1020	10032
1	8	99	1002	10033
0	11	104	976	10015
1	12	95	940	10017
1	8	108	1065	10042
2	11	108	1018	10043
2	12	92	994	9889
1	13	87	975	9948
1	10	81	952	9922
0	6	109	975	10059
0	12	99	916	9846
0	9	101	972	10023
2	11	121	1060	9914
1	11	103	1038	10062
0	5	87	982	10142
0	5	88	991	10163
1	7	103	1029	9948
1	4	83	969	9911
1	14	121	1029	9917
0	12	100	978	9931
2	11	90	1006	10032
0	7	87	971	9935
1	7	110	991	10035
0	11	88	975	10040
1	9	100	997	10105
3	6	95	1016	9988
4	7	88	1059	10207
0	12	95	947	10269
3	11	100	1012	9981
3	12	106	1015	9971
1	14	100	1036	10061
0	9	96	1004	10007
0	5	83	972	9954
1	9	99	1010	9901
0	18	100	984	9880
1	14	112	1018	9997
1	11	99	1045	10012
4	12	118	987	9984
1	9	93	993	10036
2	8	101	1002	9934
1	8	96	952	10088
1	15	125	1068	10133
0	3	74	976	9920
0	8	82	999	9913
1	12	101	992	9827
1	8	96	1009	10043
0	11	97	1040	10071
0	13	94	963	10000
1	13	95	1013	10043
1	10	93	1008	9990
0	14	119	970	9915
0	9	83	1024	10095
2	8	102	1076	10078
0	14	103	1014	10069
1	9	120	1035	10075
2	18	104	1008	9953
1	9	111	1038	9992
2	14	105	1008	9972
0	10	87	999	9888
0	8	99	994	10214
1	11	98	998	9977
0	16	104	1049	10053
0	4	84	1032	9969
1	17	102	956	9844
3	12	123	1014	9849
1	8	88	957	10127
3	13	93	988	9936
0	8	110	1027	9961
1	12	94	980	9919
1	8	80	990	10070
1	10	116	977	9870
1	8	112	1002	10051
3	11	101	1018	9860
2	11	84	979	9884
1	10	108	978	10099
0	15	122	1001	10204
0	9	98	997	10054
0	6	90	972	9915
0	12	97	945	9866
1	6	90	1001	9891
0	8	108	978	10055
1	11	103	959	9920
0	13	90	988	9991
0	7	98	1013	10007
1	12	109	1038	9919
1	13	104	969	10059
4	15	113	1003	9906
2	13	102	1015	9971
3	14	100	987	10051
2	15	106	1011	10036
1	8	112	1015	10108
1	9	104	1050	10183
1	7	104	990	10070
1	17	99	992	10025
1	5	102	1010	9909
1	14	96	1025	10017
0	8	95	975	9969
1	9	98	986	9912
0	11	84	972	9916
0	8	105	1032	10130
1	9	88	985	10141
1	14	112	981	9989
0	10	99	1027	10019
2	14	104	1033	10084
1	9	93	988	9996
1	20	110	993	9977
0	6	106	1051	10021
1	7	79	999	9938
1	6	91	961	9850
0	11	103	1021	9920
0	12	99	987	9999
5	13	102	1004	9970
1	9	98	980	10119
1	8	106	988	9951
0	8	91	1013	9955
0	10	91	1005	10037
1	11	96	1028	9969
2	6	82	1006	9894
2	17	100	1008	10105
0	11	98	1021	10043
0	7	101	1028	10056
1	7	92	972	10066
2	13	108	952	9765
0	12	94	999	9914
0	5	91	978	10001
1	7	93	947	10005
0	5	86	1018	9974
1	10	99	1042	9853
1	10	94	1018	9985
1	12	109	1007	10017
2	7	103	944	9933
1	10	105	955	9988
1	9	95	1040	10033
0	6	86	963	9839
1	7	104	1007	10066
2	12	101	1024	10069
0	18	115	981	9986
1	4	91	1000	10007
0	8	98	945	10064
0	6	92	976	9882
0	8	102	1005	10134
1	12	91	1013	10030
1	10	92	1042	10056
2	14	96	1035	10025
0	6	92	943	9924
0	6	84	997	10021
0	6	83	936	10012
1	8	94	969	9949
1	18	105	1025	10000
2	18	107	1015	9944
1	7	117	1030	9930
2	10	133	999	9869
1	11	115	1003	9992
1	7	92	987	10086
0	18	114	985	10193
0	3	103	1004	10053
0	4	105	1025	9994
2	14	93	985	10053
2	15	91	977	10000
1	10	98	977	10006
1	9	91	998	9871
2	11	111	999	9964
2	6	95	1009	9894
0	8	92	982	9942
4	14	102	1006	9796
0	10	106	960	9817
1	11	96	999	10005
1	12	73	968	10060
1	10	110	1009	9938
1	9	93	939	10015
2	14	110	1010	10116
2	18	95	1016	9913
2	7	91	985	9821
0	7	104	1030	10038
1	11	96	1025	10187
1	11	99	999	9890
4	9	96	978	9960
0	8	95	971	9960
0	6	97	953	9813
1	12	96	1034	10069
2	7	78	973	9800
0	5	83	943	10056
1	12	92	993	9929
1	7	92	1104	10022
1	8	79	1008	10139
0	12	114	1033	10105
3	7	95	1005	10034
1	14	83	1028	10106
1	16	119	1010	9937
0	6	93	971	9954
2	10	101	1006	10039
2	8	89	995	10046
3	11	100	1013	9918
2	13	104	965	9966
0	9	106	995	9946
1	7	104	1045	9922
1	9	102	984	10068
0	10	116	1062	9873
2	10	102	1041	10172
0	10	108	948	9901
1	13	99	1025	10033
3	9	125	1042	9983
0	4	101	999	10043
1	9	92	1017	10115
0	11	92	983	9938
3	8	106	1035	10079
0	16	109	956	10009
0	5	83	979	9953
1	5	90	1017	10046
1	5	99	990	10044
2	12	98	1040	10055
0	9	88	1027	10174
1	9	97	1028	10014
1	15	94	1013	9755
1	9	111	1006	9805
2	11	89	1015	10042
1	6	91	1028	10237
0	14	99	1027	9996
2	12	92	972	10150
1	10	99	1018	9970
2	11	103	980	10168
0	8	90	1008	9956
2	13	95	977	10080
2	10	91	984	9925
2	13	100	1010	10029
1	9	102	1023	10012
2	11	106	967	9911
0	8	88	996	10119
0	4	81	1053	10061
0	7	108	1061	10180
0	10	94	970	9830
1	13	107	978	9781
4	14	113	1005	9901
0	6	89	972	10098
0	6	95	1041	10083
1	8	110	1072	10036
3	20	113	966	9883
2	10	89	986	9877
1	13	97	1017	10042
0	11	106	963	9764
2	7	106	1009	10017
2	16	106	981	9883
0	10	95	973	10140
2	13	98	1036	10003
0	3	95	1002	9920
0	11	91	1013	10023
2	18	127	1008	10042
0	3	89	1003	9953
2	12	117	1070	10197
0	8	90	945	9930
1	8	118	973	10028
1	9	93	963	9925
0	8	101	964	10083
0	8	106	950	10111
1	8	111	1018	10145
0	14	108	1060	9982
2	13	92	1015	9930
0	9	97	1018	10023
0	8	107	934	9959
2	15	102	1036	10080
1	8	102	1000	9957
1	8	105	1034	10083
2	10	111	1017	9943
0	11	101	962	9779
0	13	115	1040	10144
0	8	106	1014	10079
0	11	91	1013	10103
2	14	94	933	10151
1	12	112	1007	9936
2	11	104	1042	10006
0	14	107	1013	9969
1	17	102	1029	10009
1	7	93	910	9973
3	17	111	1028	10048
1	9	120	1040	9978
0	12	86	1003	10064
2	13	102	1052	9914
0	7	99	993	10074
1	15	108	995	9869
2	11	97	1043	10093
0	12	115	1057	9955
1	14	105	1005	9927
1	16	98	1000	9911
2	14	91	1033	9936
0	19	102	1028	9956
1	11	98	988	10145
1	9	97	998	10048
1	14	113	1067	9981
1	9	96	1012	9996
0	9	97	995	9857
0	14	115	1015	9943
0	10	107	1044	10031
1	10	99	983	10119
1	9	85	1025	9940
0	7	95	983	9975
0	13	81	994	9889
3	12	117	1024	9996
2	14	102	1030	10014
2	10	100	1010	10047
0	8	107	1015	10098
1	9	98	1000	9966
0	7	100	1013	9924
0	6	102	1010	10116
0	12	119	1047	10049
1	12	103	1034	10036
1	13	110	965	9865
1	10	79	1018	9950
0	9	96	1051	10177
0	11	102	963	9878
1	9	106	950	9902
0	7	91	989	10036
1	9	96	1029	9933
2	11	94	988	9919
2	7	103	1012	10125
0	11	101	1039	9851
1	15	91	978	10055
0	9	95	1011	10104
0	7	89	996	9909
2	5	82	919	9846
1	10	108	1032	10033
1	11	97	1033	10090
0	9	103	1052	10239
1	11	119	1032	10031
1	5	106	1014	9800
0	13	96	962	10061
0	8	107	970	10055
0	8	86	969	10217
1	6	92	962	9965
1	3	82	956	9801
0	6	106	989	9910
2	7	87	959	10012
1	11	102	1044	9915
1	9	83	979	9714
0	6	87	961	10115
2	10	103	1019	9973
1	13	105	955	10076
1	10	90	1014	9897
3	9	105	1015	9940
1	13	102	986	10007
0	9	101	1005	9879
0	13	97	1040	9933
2	9	89	948	9794
0	14	98	1002	9966
2	10	102	1045	10128
1	9	94	948	9836
2	11	97	993	10032
1	14	96	988	10129
0	6	97	960	9836
1	8	95	1010	10166
0	9	102	977	9956
2	11	100	984	9990
1	10	113	993	9882
0	10	90	977	9888
2	6	86	1000	9952
2	15	114	1028	9996
0	9	83	988	9992
1	8	92	999	9947
2	8	102	1007	10121
1	10	95	990	9964
2	10	108	1003	9950
1	12	107	996	9958
3	12	87	991	10025
1	7	89	1003	9964
0	9	97	990	10172
2	15	92	1004	10186
2	14	115	974	9847
0	9	102	997	10188
1	13	95	981	10034
0	8	95	953	9957
0	4	111	986	9906
1	9	104	1003	10029
1	4	100	1008	10152
3	14	122	991	10052
1	11	99	996	10019
3	13	92	1015	10091
2	13	87	966	10161
2	12	119	1013	10108
1	9	73	951	10158
0	6	89	976	9910
1	8	95	940	10011
0	10	111	1017	9862
2	12	91	967	9950
1	11	93	993	9860
2	13	105	1008	9953
3	18	120	1055	10244
0	13	102	999	10043
0	9	90	964	10027
0	13	100	1012	9880
1	11	102	1003	9950
0	8	80	966	10034
0	8	113	1105	10164
2	7	104	1002	10231
2	10	97	997	9906
1	11	106	1036	10010
1	9	86	977	9868
2	6	87	1031	10055
2	13	90	973	9974
0	11	108	1005	9921
1	7	94	1050	9954
3	8	98	989	10106
0	9	103	1016	10075
1	6	117	1010	9951
1	12	101	1027	10141
2	9	109	1009	10071
0	8	95	971	10019
1	13	97	1006	10049
2	12	105	990	10233
0	14	96	974	10157
2	9	118	990	9909
1	6	96	987	10069
0	11	106	1038	10085
1	12	100	1010	10036
2	11	100	1029	9921
1	7	91	992	10010
2	12	111	955	9821
0	7	91	965	9959
3	10	100	925	10065
0	11	82	952	10239
1	9	108	1009	10048
0	15	113	1001	10123
0	8	90	977	9949
1	11	99	1020	9986
1	14	116	1014	10045
2	11	102	995	9869
2	9	112	1055	10037
0	10	92	996	9996
0	12	100	989	10163
0	5	89	1001	9881
3	14	98	977	9930
0	9	116	1044	10049
0	11	97	988	10025
0	13	102	1002	9900
0	11	94	1040	9851
1	6	104	968	9953
1	9	99	973	9788
1	12	106	1025	10064
0	6	96	977	10018
0	17	108	1013	9847
0	9	88	1027	10102
2	8	94	1006	10059
1	15	121	998	10132
2	10	97	940	9878
0	7	97	1004	10132
0	10	91	1002	9980
0	7	84	1010	9933
1	5	107	1007	10004
1	10	83	1020	9970
1	10	87	1013	10062
3	12	108	999	9793
2	12	107	1029	10140
2	15	119	1042	9941
1	11	94	973	9926
1	8	88	969	10021
0	9	114	1029	10135
1	5	87	998	10144
0	11	104	968	9974
1	7	82	979	9991
0	8	98	1026	10085
0	10	84	967	9896
1	13	108	1007	9925
0	3	90	1034	10013
0	8	79	1006	9868
2	8	128	1016	9988
0	11	119	968	9907
0	6	95	975	10086
0	8	93	996	10041
1	14	108	1034	9955
2	11	107	968	9801
1	10	100	943	9875
2	15	98	1106	9883
0	5	95	978	10004
0	19	93	969	9684
0	12	112	1029	10131
1	5	86	1007	10201
1	12	96	984	9932
2	16	114	1041	10169
1	9	103	1004	9922
0	10	105	987	10045
0	6	97	967	9842
1	11	113	984	9859
4	12	102	1012	10032
1	9	92	950	9896
1	14	110	1003	10003
2	13	106	1015	10123
1	12	123	1013	9840
1	14	114	1073	9993
2	7	97	1045	9942
0	10	85	973	10043
1	11	106	1017	10057
1	16	133	1023	9834
0	5	95	1010	9998
5	15	98	1018	10073
0	4	71	1003	9892
3	9	125	1042	9887
1	8	93	965	10063
0	8	102	979	10047
0	3	86	1002	10096
2	10	98	978	9889
1	5	102	996	9956
2	13	91	1006	10128
1	17	110	997	9997
0	10	106	998	10036
1	5	107	973	10072
0	15	108	1036	10083
0	9	92	988	10037
0	10	94	958	10035
1	7	97	1007	10074
2	14	98	978	9944
1	4	95	979	9865
1	11	104	981	10011
1	15	98	1021	10210
2	14	107	1044	10106
2	11	100	1019	9989
0	7	90	931	9920
0	10	112	998	10068
0	6	72	994	10153
0	9	103	1039	10089
1	13	106	998	9850
0	9	92	973	9865
2	11	107	980	9947
0	4	96	1004	10022
1	8	106	944	9894
0	5	89	957	9673
5	13	113	1061	9929
1	11	100	937	10023
3	16	102	1064	10012
3	13	101	960	9997
0	9	113	1016	9954
0	8	105	1010	10063
0	10	94	987	9849
1	14	102	996	9982
2	11	103	975	10012
0	6	90	1007	9915
0	9	111	984	10100
1	12	111	1028	10130
0	14	107	970	10009
0	5	101	1072	10223
1	13	105	991	10085
4	16	95	964	10004
1	7	113	1008	9978
1	13	97	983	9986
0	9	108	1042	10194
2	11	120	960	9907
1	10	124	1026	10083
1	11	97	988	10022
0	10	95	897	9876
1	7	89	987	9832
5	8	92	1042	10211
2	6	80	1002	10092
0	10	103	1017	9988
1	6	94	990	10117
1	5	101	957	9932
1	11	91	977	9962
1	18	113	1059	10061
0	5	88	1004	9940
1	11	102	1015	10177
1	7	94	1013	9950
0	17	115	1017	10036
1	13	108	980	9736
0	13	97	977	9791
2	13	85	949	9971
2	10	87	988	10089
1	8	91	981	9996
2	14	111	1050	10062
1	9	116	1030	9910
1	11	106	1027	9978
2	11	105	1009	10031
0	9	104	1013	9989
1	13	100	1001	9855
2	14	104	1001	10053
3	12	84	970	9881
0	5	76	920	10022
0	10	103	1022	9844
0	7	109	1028	10076
2	10	96	1011	9903
1	7	88	999	9874
1	10	109	1043	9931
0	7	88	939	9848
1	8	105	1006	9913
0	12	111	1000	10004
0	9	96	957	9920
0	12	101	981	9921
1	16	112	982	9934
1	12	123	1065	10186
1	14	106	1075	10232
1	7	76	1004	9868
1	4	105	1016	9999
2	7	100	1013	9957
1	10	84	1038	9958
2	12	111	1012	10068
1	7	99	1042	10035
1	8	95	1024	9880
1	18	87	993	9963
0	6	103	985	9919
0	7	104	970	9997
3	17	103	1004	10100
1	13	100	978	10014
0	10	95	985	9961
1	8	84	966	10089
2	13	107	999	9863
0	3	116	1030	10123
1	10	83	1003	9921
1	12	102	1016	9989
1	11	97	977	9895
0	9	91	988	10210
0	12	104	974	9963
1	9	105	995	9902
0	7	89	1019	9908
2	10	108	1021	10183
0	9	105	988	10147
0	18	102	1008	10168
2	12	102	1040	10151
2	14	111	1027	10156
0	6	110	1024	10103
0	7	92	1006	9957
0	5	92	1014	10117
1	9	87	1053	9989
0	5	97	1067	10070
0	9	123	1008	9994
1	15	100	968	9870
1	10	102	1038	9994
0	11	97	1027	10155
2	9	104	1026	10046
0	12	99	991	10094
1	11	98	1005	10093
0	8	72	996	10047
1	8	101	956	9994
0	3	85	974	9684
2	9	90	948	10119
0	12	102	991	10130
1	12	103	986	9895
0	8	89	1039	9928
0	7	111	958	10058
0	11	90	1008	9873
0	12	107	994	9982
0	13	102	983	9965
2	15	96	992	9949
2	7	103	1000	10077
0	11	95	1015	9913
0	13	104	973	9907
2	13	110	1008	9942
1	12	108	1038	9960
2	17	100	961	9927
3	8	90	1025	9997
4	10	112	1020	10228
1	9	90	987	9956
2	9	83	1008	9897
2	8	102	1018	9926
2	8	90	1002	9957
4	16	94	1056	10002
0	7	95	943	9936
2	9	106	977	9848
4	22	115	1013	9990
0	6	105	965	9931
0	4	85	967	9862
2	7	96	1053	10069
0	7	87	1024	10039
0	10	111	1010	9969
1	13	94	1037	10056
0	10	102	950	9927
1	17	125	1039	9900
1	8	85	964	10068
3	16	97	973	9929
1	10	107	1035	9946
0	8	109	1015	9904
0	14	111	1040	10075
2	10	115	1056	9991
1	12	128	1027	9992
0	6	116	1049	10014
2	11	100	1066	9958
1	9	107	1007	9905
0	4	98	1022	9988
2	9	101	972	10171
2	8	89	932	10051
3	10	105	1061	10046
1	10	109	948	10165
1	11	93	1013	10065
1	8	88	970	9983
2	13	113	1028	9889
3	13	92	976	9868
1	9	94	962	9961
1	4	93	969	9898
1	13	110	1036	10052
1	11	87	1005	10066
0	8	100	1005	9947
1	11	104	1024	10080
3	14	94	928	9920
1	8	104	1026	10027
1	10	106	1073	10117
0	11	105	1020	9927
0	11	102	1014	9939
1	7	115	1026	10000
0	7	100	984	9916
1	11	99	1031	10119
0	8	100	1027	10069
2	9	114	984	9924
0	13	125	1052	10052
1	7	102	1006	10091
2	10	85	951	9949
1	7	92	994	10036
0	11	80	1002	10060
1	10	109	961	10013
2	13	105	981	9953
0	8	94	1018	10117
1	9	92	945	9890
1	12	109	1031	9963
2	9	103	990	9981
1	16	102	971	9989
1	8	107	1004	10062
0	10	103	1001	10078
2	12	94	1040	9836
1	12	121	1041	9986
0	7	111	985	9925
3	15	119	995	9906
2	14	86	987	9948
1	9	92	1003	10144
2	10	119	958	9935
0	6	102	979	10026
0	15	106	1018	9941
0	8	101	1018	10081
2	13	92	996	9912
2	7	78	970	9979
0	6	91	976	10145
2	15	100	1014	10008
0	5	103	1057	10153
3	9	108	1044	10062
2	13	111	1051	10026
4	10	100	970	9947
1	12	92	969	9975
1	14	98	998	9987
2	10	102	1009	9902
3	10	101	968	9962
0	7	109	1002	10027
1	9	96	986	10080
2	7	103	996	10105
0	8	90	993	9916
1	21	105	1031	9997
0	11	89	978	10010
1	10	96	971	10049
1	10	94	983	9972
1	13	98	955	9874
1	11	131	1013	9906
0	12	92	1017	9921
0	4	111	963	10089
3	12	92	1006	9909
1	9	94	977	10009
2	8	101	1006	10076
0	13	87	987	9854
1	9	98	985	10056
0	12	85	964	10052
1	12	85	1024	9895
2	9	102	997	9944
2	9	92	985	9945
0	12	99	994	9813
2	8	92	1005	9979
1	17	117	1010	10156
1	16	101	947	9993
1	7	91	964	9946
2	10	80	1001	9941
1	8	92	1025	10063
0	10	103	1026	9963
1	16	95	983	9892
2	11	99	990	9938
1	9	95	995	9982
0	8	89	978	9855
1	11	93	981	10004
2	11	91	984	10156
0	7	102	1026	9864
0	9	118	1004	9998
1	10	100	1026	9898
0	10	100	983	9922
0	13	90	1009	10009
2	12	98	1026	10029
1	11	117	964	9820
0	11	108	978	10085
3	7	103	1011	9958
0	5	97	937	9781
1	6	93	989	10031
2	9	106	1011	9998
3	9	97	967	9891
3	17	107	995	10162
1	13	107	990	10108
0	7	87	993	10121
0	6	90	954	9946
1	6	98	956	9879
1	9	98	1038	10091
3	14	117	1018	10017
2	10	87	984	10014
0	13	94	1021	10017
0	14	113	1055	9806
0	11	95	984	9976
1	10	100	982	9932
0	8	107	987	9987
3	14	91	1045	10041
0	7	95	959	10076
2	8	88	977	9855
0	5	96	1016	9985
0	11	92	1059	10202
1	12	108	1024	10155
1	7	107	982	10035
1	7	101	1022	10023
0	7	91	973	10151
2	14	98	1024	9965
2	15	115	1022	9884
0	9	96	944	9962
1	10	108	995	9963
1	13	114	1019	10113
2	9	105	1026	10106
0	4	78	1014	10143
0	9	96	984	10089
2	10	88	999	10009
1	8	106	995	10024
0	8	111	971	10007
0	9	87	983	10000
0	13	103	1007	9971
0	12	106	1046	10169
0	9	113	1025	9826
0	6	98	980	10108
1	13	93	1026	9889
1	11	106	969	10063
0	17	89	1011	10041
1	10	107	993	9852
0	6	99	1040	10048
1	17	102	996	10015
0	7	100	977	9953
0	11	100	991	10042
0	11	107	986	9912
0	10	101	1034	9988
0	13	95	965	9928
2	11	114	1014	10007
1	11	96	1008	9940
1	7	103	1036	10112
1	14	109	1014	9987
2	10	118	1004	10081
0	11	108	982	9928
3	16	110	1028	9984
2	5	102	945	9969
0	6	89	983	10097
0	7	79	994	10086
0	13	93	1001	10087
0	8	92	958	10083
0	5	110	1053	10059
1	12	114	1001	9999
0	10	105	1036	10092
1	11	90	966	10024
0	8	105	1007	9977
0	10	90	1049	9960
0	9	97	1037	9911
1	4	98	1005	10018
2	11	112	979	9904
1	8	102	1004	9960
2	14	104	1045	10013
2	8	86	999	9980
0	7	82	1031	10003
1	7	94	1049	10166
0	9	80	1011	10041
2	15	93	1059	9891
2	8	97	1004	9968
1	11	111	1031	10139
1	10	109	997	10148
2	14	96	933	9946
2	11	106	995	10115
1	12	106	996	10147
0	10	93	914	9869
0	9	105	985	9851
1	7	97	1054	10062
1	11	106	1000	9867
1	8	95	1014	10103
0	16	122	1036	9979
1	9	108	964	9924
0	7	94	1006	10161
3	11	111	1039	9938
1	18	93	946	9843
0	4	85	1022	9926
2	13	93	983	9903
1	11	105	974	9714
3	11	107	953	9981
0	8	115	1041	10021
3	16	89	1006	10092
0	10	97	943	9940
2	11	110	960	10047
1	6	108	1014	10009
1	4	107	957	9837
3	10	115	1058	10072
1	10	92	1076	9961
1	5	106	1058	9909
0	9	94	988	9958
0	11	105	996	10097
1	10	98	945	9878
0	10	101	961	9968
2	14	109	1015	10030
2	14	106	978	9955
1	10	83	994	9948
1	6	98	995	9974
1	10	93	1046	10227
2	10	120	1082	10164
0	8	111	1077	9988
1	15	108	1030	10134
3	10	89	961	10115
1	6	98	1042	10023
2	16	94	989	9995
0	7	98	1042	10082
1	7	96	974	9937
2	11	95	968	10021
1	8	99	966	9899
3	10	111	1016	10201
0	7	90	985	10015
2	10	94	966	9991
1	10	98	990	10036
0	6	101	953	10031
1	6	90	946	10064
0	10	97	979	9950
1	14	104	958	9868
0	8	102	986	9936
3	10	103	964	9891
1	11	94	1054	9965
3	8	103	1002	9941
0	5	92	996	9951
0	7	103	966	10012
3	12	90	1002	10054
1	10	108	1043	10014
0	7	91	995	9933
0	7	88	955	9859
0	8	107	980	9925
1	4	91	947	9841
0	10	104	980	9996
1	8	101	971	10024
0	9	108	1011	9993
0	15	75	995	10070
2	5	100	1023	10175
1	8	127	1012	9994
2	13	104	986	9832
2	7	96	994	10088
1	11	91	992	9940
0	8	98	1051	9921
1	11	104	1023	9920
2	5	93	1037	10006
0	5	114	988	9903
1	10	95	998	9855
0	9	106	1047	10105
3	9	102	1003	9945
2	12	94	933	9923
1	14	93	936	10075
1	11	106	1039	10028
0	12	98	985	9800
1	16	98	987	10003
0	8	86	964	10060
3	14	102	1071	10046
3	13	113	984	9802
1	7	98	1047	9950
1	9	86	983	10003
1	8	101	982	10134
1	9	99	1012	9980
3	15	89	1060	9986
1	8	103	1030	10083
0	7	102	1030	10106
1	12	103	1029	9969
0	6	100	965	10028
0	7	89	1005	9973
1	11	108	1020	10124
1	14	87	961	10038
1	11	108	1062	10102
0	11	99	1002	10073
0	7	100	1029	10042
2	10	110	1024	10040
0	10	100	950	10165
0	14	107	1004	10020
1	10	90	1013	10233
0	11	101	1027	9953
0	4	103	1027	10137
1	9	98	1012	10000
1	9	102	1018	10013
0	8	103	1023	10000
0	9	92	975	9852
1	18	100	1004	9939
2	13	90	962	9883
0	8	94	946	9945
1	8	92	1013	9865
2	6	112	1009	10064
1	8	93	937	9876
1	13	103	981	10016
0	10	97	973	10001
1	7	116	1024	9987
1	12	98	1056	10126
1	11	110	1035	10137
1	13	75	970	9990
1	9	102	985	9932
4	10	94	1017	9786
0	11	97	958	9815
0	8	84	1005	10098
1	6	90	1005	10094
0	16	95	991	10070
2	15	98	1027	9943
2	11	102	1025	10057
0	7	117	1005	9965
1	10	101	997	10016
1	16	89	961	9828
0	10	106	1033	9966
2	9	97	1033	9883
0	12	102	1004	10159
2	10	110	998	10024
0	14	114	1016	9847
1	7	81	947	9851
2	8	102	983	9940
1	11	93	957	9820
1	12	109	1015	10071
1	14	93	986	10074
1	11	114	1042	10039
1	14	102	978	9953
0	14	93	952	9815
0	9	95	951	9933
1	7	105	973	9919
0	11	112	944	9744
2	6	109	1019	10032
2	10	93	975	10120
0	10	90	934	10030
1	10	92	1030	9927
0	13	102	987	10081
1	10	94	997	9950
0	9	90	1018	9947
1	10	103	972	9961
1	11	108	996	9893
2	11	95	1007	10099
1	9	103	1057	10115
1	9	109	1009	10079
5	13	88	977	9964
1	16	111	1005	10068
4	18	115	1041	9978
1	15	106	1010	9920
1	10	86	968	10019
1	4	84	930	9968
0	7	102	1043	9929
0	14	101	1008	9958
2	4	72	929	9903
3	12	89	995	9922
0	8	90	918	9857
2	11	96	936	10120
0	9	107	965	9977
0	7	100	995	10117
0	8	94	995	9921
0	9	109	1047	10187
1	7	97	961	10075
2	8	107	966	9882
0	7	83	967	10017
0	10	103	997	9960
0	6	99	1013	10009
0	12	107	1043	10009
1	8	106	1061	10103
1	9	97	985	9953
1	11	94	986	10052
0	7	116	1024	9948
1	10	82	1024	9995
1	13	84	1021	10019
3	17	115	977	9993
2	8	88	1023	10188
1	13	99	954	9819
0	2	94	939	9785
1	10	99	972	9934
2	13	100	1037	9932
0	10	100	1004	10051
2	11	91	960	9874
0	14	120	1030	9869
1	10	89	975	10152
0	15	90	1047	10042
2	14	112	1039	9973
1	21	99	966	10085
1	12	123	981	9965
1	7	110	1041	10175
0	8	92	946	9869
2	12	91	988	10105
2	11	93	997	10100
3	13	97	1016	10007
3	13	92	982	9862
1	9	88	973	9914
1	9	91	943	9926
1	10	101	1003	10069
0	10	112	978	9913
3	11	107	1060	10182
0	6	100	967	10031
0	6	97	998	9784
1	11	124	976	9923
1	13	100	1011	10078
0	10	98	970	10015
1	8	98	1044	10146
2	15	117	1063	10152
1	12	98	943	10030
0	2	71	1013	10057
1	8	108	1016	9894
2	11	97	969	10052
1	4	91	1015	9946
1	10	91	1015	10144
1	5	110	991	9924
1	8	77	990	9982
1	9	94	1022	10137
0	8	107	1035	10158
0	5	109	951	9796
0	7	93	1003	10156
0	6	84	973	9961
1	6	88	969	10030
1	8	101	978	9951
1	9	93	990	9918
0	7	105	933	9915
2	14	105	993	9897
0	11	104	995	9997
0	10	123	998	9901
0	6	80	1022	10168
1	6	101	999	9975
2	13	82	1007	10065
0	7	96	958	9786
0	11	102	975	10073
2	20	100	992	9878
0	12	106	1040	10249
0	11	89	1000	10081
2	8	86	934	9944
1	10	91	1004	9898
1	11	118	1009	10134
2	10	105	1038	9986
0	9	106	958	9960
1	12	110	993	10076
3	11	116	1013	9990
1	12	91	1024	9990
0	14	100	945	9932
3	8	100	1023	9995
0	3	93	1037	10026
0	5	97	951	10010
1	13	91	977	10085
0	9	100	995	9985
0	14	107	1027	9911
0	7	101	972	10069
2	5	97	983	9876
0	5	101	998	10041
0	7	96	1003	10058
2	7	83	983	10056
1	10	99	1013	10007
0	7	86	988	10013
0	13	119	1070	10023
2	10	93	965	9886
2	13	87	1009	10035
1	6	93	954	10022
1	9	114	1021	10012
1	6	84	981	9984
0	7	98	975	9863
1	7	80	972	9950
2	13	106	1020	9994
1	6	106	1039	10061
0	5	91	1038	9853
0	11	85	982	9835
1	8	92	1007	10024
1	6	112	979	10007
0	18	116	988	9819
